date,symbol,current_state,markov_weighted_ev,coverage,weighted_samples
2010-03-11,SPY,11,7.840699095711508e-06,0.9999988358528872,40.999952269968375
2010-03-12,SPY,11,0.0005897184252652282,0.9999988642466957,41.99995229836122
2010-03-15,SPY,11,0.000810673790026179,0.9999988912884192,42.99995232540203
2010-03-16,SPY,11,0.0010235325196341655,0.9999989170723892,43.99995235118512
2010-03-17,SPY,11,0.0013682651951003007,0.9999989416843613,44.99995237579626
2010-03-18,SPY,11,0.0017304019287603107,0.9999989652024689,45.99995239931357
2010-03-19,SPY,11,0.0019759717624225374,0.999998987698051,46.999952421808395
2010-03-22,SPY,11,0.002016412189693607,0.9999990092363746,47.99995244334598
2010-03-23,SPY,11,0.002159436990113045,0.9999990298772689,48.999952463986176
2010-03-24,SPY,11,0.0022780546842698745,0.9999990496756783,49.999952483783915
2010-03-25,SPY,11,0.0021800473412334365,0.9999990686821518,50.999952502789746
2010-03-26,SPY,11,0.0020644274194339535,0.999999086943274,51.99995252105025
2010-03-29,SPY,11,0.0021152868766514854,0.9999991045020458,52.999952538608426
2010-03-30,SPY,11,0.0021828047906042886,0.9999991213982227,53.999952555504024
2010-03-31,SPY,11,0.0021324779908044405,0.9999991376686158,54.99995257177387
2010-04-01,SPY,11,0.0021099229400037226,0.9999991533473586,55.99995258745208
2010-04-05,SPY,11,0.002237091752039149,0.9999991684661466,56.99995260257035
2010-04-06,SPY,11,0.002512307280681602,0.9999991830544511,57.999952617158165
2010-04-07,SPY,11,0.0027097384723226434,0.999999197139711,58.99995263124295
2010-04-08,SPY,11,0.002792528967411325,0.9999992107475046,59.99995264485028
2010-04-09,SPY,11,0.0029865562954749262,0.9999992239017054,60.99995265800403
